run_id,date,plan_id,branch,commit,tag,firmware_version,ha_config_version,analysis_version,workload,protocol,topology,interference,load_level,node_count,interval_ms,timestamp_source,run_path,status,notes,pipeline_version,is_baseline,comparison_group,run_type,replicate_id,baseline_ref,interval_nominal_ms,interval_jitter_ms,iperf_profile,ap_model,ap_firmware,ap_channel_mode,ap_channel,ap_width_mhz,ap_control_sideband,ap_rf_source
R690,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R690,complete,Planned Zigbee AP-channel baseline run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,TRUE,W3_zigbee_ap_ch9_20mhz,baseline,rep2,,3000,250,,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R691,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R691,complete,Planned Zigbee AP-channel heavy 50 Mbps TCP run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,FALSE,W3_zigbee_ap_ch9_20mhz,load,rep2,R690,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R692,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R692,complete,Planned Zigbee AP-channel baseline run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,TRUE,W3_zigbee_ap_ch9_20mhz,baseline,rep3,,3000,250,,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R693,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R693,complete,Planned Zigbee AP-channel heavy 50 Mbps TCP run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,FALSE,W3_zigbee_ap_ch9_20mhz,load,rep3,R692,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R694,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R694,complete,Planned Zigbee AP-channel baseline run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,TRUE,W3_zigbee_ap_ch9_20mhz,baseline,rep4,,3000,250,,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R695,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R695,complete,Planned Zigbee AP-channel heavy 50 Mbps TCP run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,FALSE,W3_zigbee_ap_ch9_20mhz,load,rep4,R694,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R696,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R696,complete,Planned Zigbee AP-channel baseline run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,TRUE,W3_zigbee_ap_ch9_20mhz,baseline,rep5,,3000,250,,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R697,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R697,complete,Planned Zigbee AP-channel heavy 50 Mbps TCP run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,FALSE,W3_zigbee_ap_ch9_20mhz,load,rep5,R696,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R698,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R698,complete,targeted W2 power rerun; 2s telemetry rep2; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_2s,telemetry,rep2,,,,,,,,,,,
R699,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R699,complete,targeted W2 power rerun; 2s control rep2; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_2s,control,rep2,,,,,,,,,,,
R700,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R700,complete,targeted W2 power rerun; 6s telemetry rep2; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_6s,telemetry,rep2,,,,,,,,,,,
R701,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R701,complete,targeted W2 power rerun; 6s control rep2; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_6s,control,rep2,,,,,,,,,,,
R702,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R702,complete,optional W2 4s add-on rerun; 4s telemetry rep2; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_4s,telemetry,rep2,,,,,,,,,,,
R703,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R703,complete,optional W2 4s add-on rerun; 4s control rep2; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_4s,control,rep2,,,,,,,,,,,
R704,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R704,complete,targeted W2 power rerun; 7s telemetry rep2; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_7s,telemetry,rep2,,,,,,,,,,,
R705,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R705,complete,targeted W2 power rerun; 7s control rep2; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_7s,control,rep2,,,,,,,,,,,
R706,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R706,complete,targeted W2 power rerun; 3s telemetry rep2; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_3s,telemetry,rep2,,,,,,,,,,,
R707,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R707,complete,targeted W2 power rerun; 3s control rep2; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_3s,control,rep2,,,,,,,,,,,
R708,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R708,complete,optional W2 4s add-on rerun; 4s control rep3; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_4s,control,rep3,,,,,,,,,,,
R709,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R709,complete,optional W2 4s add-on rerun; 4s telemetry rep3; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_4s,telemetry,rep3,,,,,,,,,,,
R710,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R710,complete,targeted W2 power rerun; 6s control rep3; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_6s,control,rep3,,,,,,,,,,,
R711,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R711,complete,targeted W2 power rerun; 6s telemetry rep3; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_6s,telemetry,rep3,,,,,,,,,,,
R712,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R712,complete,targeted W2 power rerun; 2s control rep3; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_2s,control,rep3,,,,,,,,,,,
R713,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R713,complete,targeted W2 power rerun; 2s telemetry rep3; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_2s,telemetry,rep3,,,,,,,,,,,
R714,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R714,complete,optional W2 4s add-on rerun; 4s telemetry rep4; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_4s,telemetry,rep4,,,,,,,,,,,
R715,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R715,complete,optional W2 4s add-on rerun; 4s control rep4; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_4s,control,rep4,,,,,,,,,,,
R716,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R716,complete,targeted W2 power rerun; 3s control rep3; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_3s,control,rep3,,,,,,,,,,,
R717,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R717,complete,targeted W2 power rerun; 3s telemetry rep3; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_3s,telemetry,rep3,,,,,,,,,,,
R718,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R718,complete,targeted W2 power rerun; 7s control rep3; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_7s,control,rep3,,,,,,,,,,,
R719,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R719,complete,targeted W2 power rerun; 7s telemetry rep3; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_7s,telemetry,rep3,,,,,,,,,,,
R720,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R720,complete,optional W2 4s add-on rerun; 4s control rep5; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_4s,control,rep5,,,,,,,,,,,
R721,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R721,complete,optional W2 4s add-on rerun; 4s telemetry rep5; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_4s,telemetry,rep5,,,,,,,,,,,
R722,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R722,complete,targeted W2 power rerun; 2s telemetry rep4; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_2s,telemetry,rep4,,,,,,,,,,,
R723,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R723,complete,targeted W2 power rerun; 2s control rep4; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_2s,control,rep4,,,,,,,,,,,
R724,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R724,complete,targeted W2 power rerun; 3s telemetry rep4; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_3s,telemetry,rep4,,,,,,,,,,,
R725,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R725,complete,targeted W2 power rerun; 3s control rep4; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_3s,control,rep4,,,,,,,,,,,
R726,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R726,complete,targeted W2 power rerun; 6s telemetry rep4; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_6s,telemetry,rep4,,,,,,,,,,,
R727,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R727,complete,targeted W2 power rerun; 6s control rep4; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_6s,control,rep4,,,,,,,,,,,
R728,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R728,complete,optional W2 4s add-on rerun; 4s telemetry rep6; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_4s,telemetry,rep6,,,,,,,,,,,
R729,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R729,complete,optional W2 4s add-on rerun; 4s control rep6; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_4s,control,rep6,,,,,,,,,,,
R730,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R730,complete,targeted W2 power rerun; 7s telemetry rep4; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_7s,telemetry,rep4,,,,,,,,,,,
R731,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R731,complete,targeted W2 power rerun; 7s control rep4; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_7s,control,rep4,,,,,,,,,,,
R732,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R732,complete,optional W2 4s add-on rerun; 4s control rep7; recommended control-first pair order for paired-test power,0.4.8,FALSE,W2_4s,control,rep7,,,,,,,,,,,
R733,07/05/2026,W2_STATS_RERUN,testbed-dev,183dcbb,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R733,complete,optional W2 4s add-on rerun; 4s telemetry rep7; recommended telemetry-first pair order for paired-test power,0.4.8,FALSE,W2_4s,telemetry,rep7,,,,,,,,,,,
R734,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R734,complete,recommended W2 power extension; 0.5s telemetry rep2; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_0.5s,telemetry,rep2,,,,,,,,,,,
R735,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R735,complete,recommended W2 power extension; 0.5s control rep2; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_0.5s,control,rep2,,,,,,,,,,,
R736,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R736,complete,recommended W2 power extension; 1s telemetry rep2; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_1s,telemetry,rep2,,,,,,,,,,,
R737,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R737,complete,recommended W2 power extension; 1s control rep2; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_1s,control,rep2,,,,,,,,,,,
R738,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R738,complete,recommended W2 power extension; 5s control rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_5s,control,rep3,,,,,,,,,,,
R739,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R739,complete,recommended W2 power extension; 5s telemetry rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_5s,telemetry,rep3,,,,,,,,,,,
R740,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R740,complete,recommended W2 power extension; 8s telemetry rep2; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_8s,telemetry,rep2,,,,,,,,,,,
R741,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R741,complete,recommended W2 power extension; 8s control rep2; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_8s,control,rep2,,,,,,,,,,,
R742,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R742,complete,recommended W2 power extension; 9s telemetry rep2; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_9s,telemetry,rep2,,,,,,,,,,,
R743,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R743,complete,recommended W2 power extension; 9s control rep2; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_9s,control,rep2,,,,,,,,,,,
R744,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R744,complete,recommended W2 power extension; 10s control rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_10s,control,rep3,,,,,,,,,,,
R745,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R745,complete,recommended W2 power extension; 10s telemetry rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_10s,telemetry,rep3,,,,,,,,,,,
R746,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R746,complete,recommended W2 power extension; 2s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_2s,control,rep5,,,,,,,,,,,
R747,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R747,complete,recommended W2 power extension; 2s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_2s,telemetry,rep5,,,,,,,,,,,
R748,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R748,complete,recommended W2 power extension; 3s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,control,rep5,,,,,,,,,,,
R749,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R749,complete,recommended W2 power extension; 3s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,telemetry,rep5,,,,,,,,,,,
R750,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R750,complete,recommended W2 power extension; 6s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_6s,control,rep5,,,,,,,,,,,
R751,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R751,complete,recommended W2 power extension; 6s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_6s,telemetry,rep5,,,,,,,,,,,
R752,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R752,complete,recommended W2 power extension; 7s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,control,rep5,,,,,,,,,,,
R753,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R753,complete,recommended W2 power extension; 7s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,telemetry,rep5,,,,,,,,,,,
R754,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R754,complete,recommended W2 power extension; 0.5s control rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_0.5s,control,rep3,,,,,,,,,,,
R755,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R755,complete,recommended W2 power extension; 0.5s telemetry rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_0.5s,telemetry,rep3,,,,,,,,,,,
R756,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R756,complete,recommended W2 power extension; 1s control rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_1s,control,rep3,,,,,,,,,,,
R757,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R757,complete,recommended W2 power extension; 1s telemetry rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_1s,telemetry,rep3,,,,,,,,,,,
R758,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R758,complete,recommended W2 power extension; 5s telemetry rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_5s,telemetry,rep4,,,,,,,,,,,
R759,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R759,complete,recommended W2 power extension; 5s control rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_5s,control,rep4,,,,,,,,,,,
